0.00	0.00
0.100	11.76
0.153	17.65
0.200	26.47
0.251	38.24
0.300	50.00
0.360	73.53
0.385	94.12
0.400	111.76
0.414	138.24
0.426	176.47
0.438	220.59
0.443	250.00
0.451	302.94
0.457	344.12
0.461	385.29
0.465	426.47
0.468	473.53
0.471	544.12
0.476	652.94
0.480	767.65
0.484	855.88
